BAD,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
0,250.1998344,26,29.73487407,0,0,Other,11900,61094,0,,74842,12
0,139.0184494,21,38.58266988,0,0,Office,12000,84172,1,DebtCon,123415,9
0,,,38.92831569,,,Other,12000,83560,,HomeImp,126479,8
0,98.59173833,14,24.49043836,0,0,Office,12000,63019,2,DebtCon,74204,6
0,118.1799392,22,37.13106416,0,0,Other,12000,41182,0,HomeImp,59947,23
0,83.25197204,19,29.63210826,0,1,Mgr,12000,57371,1,DebtCon,69076,10
0,102.2042743,22,27.17193008,0,0,Mgr,12000,76799,0,DebtCon,83864,8
0,108.6339686,23,40.79745755,1,0,Other,12000,35028,0,HomeImp,55079,23
0,151.699431,28,38.17774295,0,,Other,12000,30777,7,DebtCon,43157,8
0,347.1233258,21,16.81630749,0,2,Other,12000,7804,0,HomeImp,65395,8
0,234.8879805,29,26.3012369,0,0,Office,12000,38130,1,DebtCon,68707,23
0,259.5550444,20,29.39747822,0,0,Office,12000,15756,0,HomeImp,53079,23
1,206.3192338,12,29.84313667,2,0,Other,12000,50581,1,HomeImp,70171,
0,91.43267591,8,24.45938368,1,0,Office,12000,69796,0,DebtCon,93757,16
0,104.4825912,25,34.76728889,0,0,,12000,102109,0,DebtCon,121229,2
0,156.9547583,34,31.70012432,0,0,ProfExe,12000,79844,0,HomeImp,98139,8
1,91.97034976,19,50.17306503,0,0,Other,12000,76345,1,HomeImp,89036,8
0,125.928071,22,38.62702499,1,0,Other,12000,35721,0,HomeImp,52938,23
0,198.7693251,30,38.09020903,2,2,Office,12000,72786,3,DebtCon,84595,4
1,145.5333333,23,,2,1,Other,12000,42000,0,DebtCon,60000,4
1,115.9,15,,0,0,ProfExe,12000,69000,0,HomeImp,92900,2
1,169.7333333,40,,1,0,Other,12000,74427,2,DebtCon,96270,18
1,213.6666667,15,,2,0,Other,12000,,1,HomeImp,,3
0,262.9666667,21,,0,0,Other,12000,43000,0,DebtCon,64000,1
0,126.8,22,,0,0,ProfExe,12000,96000,5,HomeImp,135000,14
0,176.5,14,,0,0,Other,12000,46000,0,DebtCon,60200,4
0,151.1333333,18,,2,,Sales,12000,87000,1,DebtCon,101200,13
0,170.4333333,32,,0,0,ProfExe,12000,98000,3,HomeImp,123385,10
0,144.0666667,23,,0,0,Other,12000,76187,0,DebtCon,93100,0.5
0,189.7,30,,0,3,ProfExe,12000,73000,1,DebtCon,94900,9
0,206.6666667,26,,1,,ProfExe,12000,150000,4,DebtCon,175065,7
0,264.8,16,,0,0,ProfExe,12000,29600,1,DebtCon,61250,7.5
0,,0,,0,0,,12000,,0,,63000,0
0,143.0333333,22,,0,0,Office,12000,94000,1,HomeImp,112125,2
0,78.06666667,14,,0,0,Other,12000,72000,2,DebtCon,106000,6
0,199.9,16,,0,0,ProfExe,12000,42482,0,DebtCon,67800,19
0,124.7666667,11,,0,0,Other,12000,53800,4,DebtCon,80000,0.3
0,153.5,26,,3,0,Mgr,12000,88000,0,HomeImp,118750,3
0,172.5,14,,0,0,Other,12000,44000,0,DebtCon,59500,3.7
0,200.9,37,,0,0,ProfExe,12000,81000,2,DebtCon,105250,9
0,114.6666667,19,,0,0,Other,12000,36346,2,DebtCon,54000,
0,136,24,,0,0,Other,12000,81000,4,HomeImp,99000,20
0,239.5333333,26,,0,0,Other,12000,64000,3,DebtCon,80000,2
1,,,,,,Other,12000,,,DebtCon,87000,13
0,144.0666667,34,,2,1,ProfExe,12000,85039,1,DebtCon,111100,0.2
0,216.1333333,12,,0,0,Office,12000,87000,0,DebtCon,113850,11
1,195.8333333,13,,8,0,Other,12000,,0,HomeImp,,19
1,99.36666667,21,,0,2,Other,12000,75373,0,HomeImp,102602,6
1,247.5,10,,0,0,Other,12000,36000,1,DebtCon,51900,0.1
1,95.73333333,25,,0,0,Mgr,12000,114390,0,DebtCon,132800,10
1,105.5,22,,,,Other,12000,28298,2,DebtCon,72000,8
1,153.1666667,17,,0,0,ProfExe,12000,118000,2,HomeImp,139350,2
1,71,12,,1,0,Other,12000,87917,0,,,12.9
1,123.1,25,,4,,Office,12000,58730,3,DebtCon,80000,10
1,219.1333333,33,,2,0,Other,12000,59099,0,DebtCon,82000,10
1,65.96666667,18,,1,0,Office,12000,15231,2,DebtCon,42845.01,6.5
1,220.1333333,16,,5,0,ProfExe,12000,48786,1,HomeImp,89800,29.9
1,137,3,,0,1,Other,12000,74265,0,HomeImp,91000,7
1,113.6333333,18,,1,0,Other,12000,42000,1,DebtCon,58000,5
0,147.9142027,27,41.22576316,0,0,Mgr,12000,76674,2,DebtCon,97936,5
1,188.3374218,31,38.94275964,1,1,Other,12000,54257,2,,82764,14
0,288.5298732,16,22.42300246,0,0,ProfExe,12000,36072,0,DebtCon,62960,8
0,199.828042,17,34.38794397,0,0,ProfExe,12000,97650,1,DebtCon,115931,11
0,356.9333304,7,37.93444341,0,0,Other,12000,,0,HomeImp,67446,
0,203.468979,36,41.57297152,0,0,ProfExe,12000,88210,1,DebtCon,114224,8
0,79.67788538,20,33.77330326,0,0,ProfExe,12000,84191,1,HomeImp,100654,0
0,253.616928,31,43.15970058,0,1,Office,12000,63589,1,HomeImp,75959,14
1,121.3795359,4,39.69469137,0,1,Other,12000,,0,DebtCon,33879,
1,276.3817427,18,65.49524315,0,0,Other,12000,48189,0,DebtCon,53969,5
0,188.1482082,15,36.73772129,1,0,Other,12000,98428,2,DebtCon,114820,16
0,206.2470947,17,35.12787435,0,0,Other,12100,56335,0,HomeImp,86648,17
0,191.5692916,12,29.20449956,2,0,Other,12100,48622,0,HomeImp,83158,4
0,234.6585447,16,37.63925293,1,0,Other,12100,58556,1,HomeImp,76724,3
1,67.78084803,4,26.990533,0,0,ProfExe,12100,186062,,HomeImp,227171,0
0,262.3942543,14,18.43047238,0,0,Other,12100,13218,0,DebtCon,82386,7
0,156.3191309,26,39.27931325,3,0,Mgr,12100,96439,0,HomeImp,126328,3
0,263.0447041,20,28.80398255,0,0,Other,12100,44484,0,DebtCon,64398,3
1,109.5148795,22,45.30476057,,,Other,12100,29097,1,DebtCon,72647,8
0,159.874518,17,33.4537285,2,,Sales,12100,90917,0,DebtCon,102400,11
0,176.0098643,14,28.54860369,0,0,Other,12100,50100,0,DebtCon,66410,3
0,254.1896555,31,43.89784955,0,0,Office,12100,68941,0,HomeImp,75029,14
0,166.2317086,13,26.64432479,0,0,Other,12100,50150,0,DebtCon,65565,4
0,122.6918271,24,41.12808531,,,Mgr,12100,50973,,DebtCon,74183,6
1,167.4,17,,0,0,Other,12100,22000,1,DebtCon,38750,0.8
0,118.7666667,11,,0,0,Mgr,12100,12000,0,DebtCon,33938,9
0,107.5333333,16,,0,1,Other,12100,31400,2,DebtCon,48000,6
1,155.2,32,,0,0,Mgr,12100,67000,1,DebtCon,79100,5
0,35.53887812,3,38.84759708,0,0,Other,12100,67927,2,DebtCon,94126,2
0,,0,0.720295007,0,0,,12100,,0,,72731,0
0,123.7766246,27,41.63484731,0,0,Mgr,12100,74594,2,DebtCon,90555,4
0,102.2257045,26,25.78278709,0,0,ProfExe,12100,83557,1,HomeImp,98881,6
0,170.4386392,23,37.915021,3,0,Other,12100,61868,0,HomeImp,66874,30
0,270.4899801,20,29.49511599,0,0,Other,12100,46152,0,DebtCon,72773,0
0,202.6225313,15,37.71664611,0,0,Other,12100,97185,2,DebtCon,113004,13
0,129.5188081,22,37.41377466,0,0,ProfExe,12100,105104,5,HomeImp,144712,13
0,179.8663489,35,29.89415099,,,Other,12100,71060,,DebtCon,79744,3
0,139.4853397,34,33.94343772,2,0,ProfExe,12100,85121,0,DebtCon,113744,0
0,,,37.6180269,,,Other,12100,28193,,DebtCon,34705,0
0,117.6482829,10,21.58983638,0,0,Mgr,12100,18728,0,DebtCon,34443,9
0,229.4061754,10,35.86772963,0,0,Other,12100,55147,0,DebtCon,72553,0
0,200.0325616,15,23.13097189,0,0,ProfExe,12100,48149,0,DebtCon,74539,17
0,238.5249274,32,44.44967097,0,0,Office,12200,61929,1,HomeImp,83102,14
0,251.1518919,46,33.51711722,0,0,ProfExe,12200,110088,1,DebtCon,137794,3
0,166.8994602,16,34.70964393,0,0,Other,12200,57785,1,DebtCon,72971,2
0,234.7759967,26,29.09729879,0,0,Other,12200,67474,3,DebtCon,88473,2
0,427.9235915,43,30.1821229,0,0,ProfExe,12200,136866,0,HomeImp,162906,4
0,79.73026062,19,34.40548234,0,0,ProfExe,12200,80336,2,HomeImp,102618,2
1,152.1333333,33,,0,0,ProfExe,12200,97000,3,HomeImp,109800,5
0,173.5,27,,0,0,Other,12200,91000,0,DebtCon,114053,11
0,237.3157697,22,30.68943921,1,0,ProfExe,12200,206613,0,HomeImp,232176,10
0,249.6737711,18,31.63530262,0,0,Other,12200,45095,0,DebtCon,64736,9
0,219.7852728,26,30.27700538,0,0,Other,12200,70722,3,DebtCon,81760,0
0,223.4381168,21,31.3702723,0,0,ProfExe,12200,199232,0,HomeImp,229929,11
0,131.6590526,21,37.27313999,0,0,Office,12200,82904,1,DebtCon,125057,8
0,35.97354161,4,39.97361316,0,0,Other,12200,61302,1,DebtCon,90873,2
0,232.2369961,11,25.2354388,0,0,ProfExe,12200,27118,0,HomeImp,87982,19
1,169.9306635,18,34.62942766,0,0,Other,12200,53242,0,DebtCon,70400,14
0,235.2292688,9,35.11318533,0,0,Other,12200,57112,0,DebtCon,76050,1
0,196.9264059,37,43.1890315,0,0,ProfExe,12200,90154,2,DebtCon,110479,9
0,138.6100805,33,34.35180836,1,1,ProfExe,12200,86775,1,DebtCon,111572,0
0,173.8386239,11,37.8244708,0,0,ProfExe,12300,79838,0,DebtCon,85209,8
0,173.7143227,33,32.05607229,1,,ProfExe,12300,114035,0,DebtCon,137208,15
0,120.2578861,24,28.77470213,0,0,Other,12300,89333,3,HomeImp,106107,19
1,171.0751046,16,29.29955094,0,0,Other,12300,24552,0,DebtCon,48278,0
0,130.026259,34,27.20337824,0,0,Sales,12300,61253,0,DebtCon,85825,5
0,212.7829956,25,43.13409505,1,,ProfExe,12300,152107,3,DebtCon,179793,7
0,251.629062,29,32.87687074,1,3,Office,12300,48866,1,HomeImp,73023,11
1,80.38898294,11,40.01910455,1,0,Office,12300,48238,1,HomeImp,66603,6
0,179.8829733,32,30.48826811,1,,ProfExe,12300,112373,0,DebtCon,136202,16
0,219.0904891,20,18.58475695,0,0,Other,12300,69499,0,DebtCon,104045,8
0,242.2441382,32,45.39416855,0,0,Office,12300,60200,1,HomeImp,77079,13
0,163.54096,9,20.02628441,,,Mgr,12300,,,HomeImp,50530,5
1,145.0666667,19,,0,0,Other,12300,78000,1,HomeImp,101200,0.4
1,184.3666667,20,,,0,Sales,12300,50230,2,DebtCon,70000,1
1,232.3333333,17,,2,0,ProfExe,12300,49800,3,DebtCon,64000,23
1,212.8666667,17,,4,,Mgr,12300,77000,4,DebtCon,94000,41
0,252.6592531,45,32.4971451,0,0,ProfExe,12300,114457,0,DebtCon,144284,1
0,191.0774254,13,26.20306729,0,0,Other,12300,52622,1,DebtCon,64407,0
0,196.8767577,56,33.72276915,0,0,Office,12300,152274,0,HomeImp,177940,4
0,82.76016033,3,34.38536707,0,0,Other,12300,27859,0,HomeImp,48393,10
0,133.4975408,21,36.91048167,0,0,Office,12300,90006,1,DebtCon,121122,9
0,206.8170726,25,41.42504139,0,,ProfExe,12300,159798,4,DebtCon,177853,6
0,136.7467587,26,41.73267582,0,0,Mgr,12300,81590,1,DebtCon,90050,6
0,118.6530642,23,40.66298165,0,0,Other,12300,35651,0,HomeImp,59795,22
0,186.4510167,21,35.45260742,0,0,Office,12300,50441,0,DebtCon,56656,1
0,154.8992783,28,39.70178286,1,,Other,12300,33061,7,DebtCon,46277,8
0,159.9940264,31,27.7074439,0,0,ProfExe,12300,102908,2,HomeImp,124217,9
0,403.7489298,43,29.58318425,1,0,ProfExe,12300,141020,0,HomeImp,157511,4
0,157.6206429,33,34.77510251,2,1,ProfExe,12300,92573,0,DebtCon,119325,2
1,,,40.22228314,,,ProfExe,12300,73099,,DebtCon,84250,4
1,170.4333333,21,,1,5,Other,12300,11300,3,,39000,
0,125.5040514,35,29.29334435,0,0,Sales,12300,68024,0,DebtCon,78800,7
1,233.1561248,32,32.90882386,1,0,Other,12300,64265,0,DebtCon,90956,10
0,355.1639113,16,40.54029537,1,0,Office,12400,132894,0,HomeImp,198168,0
0,246.7168274,18,20.20590752,0,0,Other,12400,31303,0,,57444,29
0,74.40426333,19,36.45734993,0,0,ProfExe,12400,80510,1,HomeImp,97548,1
0,436.7517799,42,29.27255681,1,0,ProfExe,12400,137927,0,HomeImp,160566,6
1,70.33753056,24,35.21218126,1,0,Other,12400,45604,1,DebtCon,65501,9
0,253.3180433,11,38.82102132,0,0,Other,12400,26768,0,HomeImp,52411,0
0,213.4554475,22,33.64852105,0,0,ProfExe,12400,203902,0,HomeImp,234454,9
0,120.674928,11,24.08943715,0,0,Mgr,12400,16375,0,DebtCon,36672,8
0,182.0010415,13,27.00877688,0,0,Other,12400,49264,2,DebtCon,57923,0
0,262.0793453,16,21.34522735,0,0,ProfExe,12400,36034,0,DebtCon,62953,9
0,,0,2.365195413,0,0,,12400,,0,,69350,0
1,,0,,0,0,Mgr,12400,94000,0,DebtCon,112000,4
0,288.4676266,45,33.05428433,0,0,ProfExe,12400,115902,0,DebtCon,146813,1
0,279.5221733,46,35.61473143,0,0,ProfExe,12400,115004,1,DebtCon,144760,2
1,134.0317679,20,36.92573641,0,0,Other,12400,57105,0,DebtCon,74582,12
0,147.012827,29,39.93094736,0,,Other,12400,34055,6,DebtCon,40739,9
1,76.04208693,7,41.02796675,0,1,Other,12400,50573,0,DebtCon,84008,15
0,349.2796108,6,35.71441843,0,0,Other,12400,,0,HomeImp,65317,
0,,,38.2372256,,,Other,12400,25805,,DebtCon,31414,2
0,238.3827694,11,25.33220131,0,0,ProfExe,12400,24769,0,HomeImp,87665,21
0,95.90213133,32,41.24477919,0,0,Other,12400,83018,2,DebtCon,96637,2
0,132.8237118,33,34.83386481,1,0,ProfExe,12500,93538,0,DebtCon,118369,0
0,129.486844,23,39.08300244,1,0,Other,12500,37562,0,HomeImp,57081,22
1,145.9530178,36,36.75998466,7,0,ProfExe,12500,69117,0,HomeImp,101503,13
0,209.7067368,25,40.90561976,0,,ProfExe,12500,157312,4,DebtCon,181050,7
0,368.7377963,21,14.73359483,1,1,Other,12500,10035,0,HomeImp,61897,6
0,138.687955,22,39.58996183,0,0,Office,12500,83276,0,DebtCon,129116,7
0,321.3875868,9,31.38089909,1,0,Other,12500,57294,0,DebtCon,66615,3
0,156.6054917,22,35.89928784,0,0,Office,12500,101047,1,HomeImp,118913,2
0,307.636664,10,30.36248382,0,0,Other,12500,56960,0,DebtCon,69014,4
0,71.30419761,20,34.71276881,0,0,ProfExe,12500,83924,1,HomeImp,100114,0
0,252.3496982,24,35.80049203,0,0,Mgr,12500,79900,10,DebtCon,94660,19
0,173.7172393,8,21.6211951,,,Mgr,12500,,,HomeImp,52026,6
1,70.9,30,,0,0,Other,12500,41000,3,DebtCon,64680,2
1,77.23333333,12,,0,0,Other,12500,41301,0,DebtCon,60000,2
1,113.0333333,16,,1,0,Other,12500,55000,1,DebtCon,75393,0.75
0,173.4666667,26,,0,0,Office,12500,77100,1,HomeImp,90550,
0,74.06666667,21,,0,3,Other,12500,71582,1,DebtCon,93400,6
1,183.6333333,15,,5,0,Office,12500,53060,0,DebtCon,67500,16
1,282.0333333,23,,0,0,Mgr,12500,69192,1,DebtCon,105300,4
1,226.4333333,42,,6,2,Other,12500,62000,4,HomeImp,102600,10
0,267.8654583,20,29.15960949,0,0,Other,12500,50097,0,DebtCon,73846,1
0,182.9569956,29,27.38587324,0,2,ProfExe,12500,77792,1,DebtCon,100812,10
0,249.4359543,29,35.02088579,0,2,Office,12500,53354,1,HomeImp,79893,10
0,176.9352475,30,36.77463995,2,1,Office,12500,66163,3,DebtCon,83727,4
0,147.4022274,23,38.85516272,0,0,Other,12500,81865,0,DebtCon,101048,1
0,107.7410948,16,19.30085445,1,0,Office,12500,17659,0,DebtCon,31843,7
0,198.8151672,17,27.99687276,0,0,Mgr,12500,55228,1,DebtCon,66569,3
0,223.5874152,24,35.95199865,0,0,Mgr,12500,77937,10,DebtCon,89710,19
0,,,38.43868186,,,Other,12500,26286,,DebtCon,36002,2
0,309.4,9,,0,0,Other,12500,,1,HomeImp,39200,0
0,182.0664052,24,35.69162282,3,0,Other,12500,56791,0,HomeImp,72974,29
0,,,27.35264423,,,,12500,,,,,
0,162.3574415,14,39.8754838,0,0,Office,12600,71370,2,HomeImp,90316,26
0,192.4226063,37,40.84507779,0,0,ProfExe,12600,84933,1,DebtCon,110253,8
0,141.6131456,26,40.74903888,0,0,Mgr,12600,80612,2,DebtCon,93802,5
1,202.8666667,26,,1,2,Mgr,12600,68800,8,DebtCon,86000,3
1,98.43333333,18,,0,1,Other,12600,41169.82,10,DebtCon,57000,5.5
0,106.9373967,32,41.47300108,0,0,Other,12600,83921,1,DebtCon,90876,3
0,209.7255196,15,23.91561488,0,0,ProfExe,12600,45633,0,DebtCon,77578,19
0,194.3599393,16,36.41457282,2,0,Other,12600,103946,1,DebtCon,113900,17
0,344.7479335,16,39.48382007,1,0,Office,12600,125688,0,HomeImp,198602,0
1,89.06666667,27,,,1,Other,12600,86785,2,DebtCon,110400,0.7
1,118.0696474,14,36.05148718,0,0,ProfExe,12600,72854,0,,86209,2
0,202.1526339,20,18.34752939,0,0,Other,12600,67860,0,DebtCon,103426,9
0,129.0154994,25,34.47945476,0,0,,12600,103960,0,DebtCon,127384,2
0,170.4071064,29,37.80266959,1,,Other,12600,32742,7,DebtCon,41299,10
0,87.2,12,,0,0,Other,12600,25000,2,HomeImp,37882,8.8
1,58.7,23,,0,1,Other,12600,48983,7,DebtCon,65000,5
0,266.3331014,26,27.0078722,0,0,Other,12600,62493,0,,77141,13
0,198.8467209,23,36.83774105,2,1,Other,12600,55415,0,HomeImp,74307,29
0,198.243176,23,35.79425984,3,0,Other,12600,58247,0,HomeImp,72189,30
0,138.1647046,22,34.5987274,0,0,ProfExe,12600,100590,4,HomeImp,138649,14
0,116.086609,32,40.84524619,0,0,Other,12600,85335,1,DebtCon,97094,2
0,128.6602454,24,28.72301763,0,0,Other,12600,83552,4,HomeImp,107186,21
0,114.2359516,23,38.68267604,0,0,Other,12600,37699,0,HomeImp,59874,22
0,164.7623042,21,39.52570494,0,0,Other,12600,76002,5,DebtCon,94236,11
0,190.1599072,17,29.26631718,0,0,Mgr,12600,49986,1,DebtCon,67896,3
0,242.9128934,22,29.80162732,0,0,ProfExe,12700,204038,0,HomeImp,230920,10
0,227.5073902,23,34.46430215,0,0,Mgr,12700,79448,10,DebtCon,91004,20
0,191.9044636,55,33.90232001,0,0,Office,12700,149272,1,HomeImp,176467,7
0,79.90287141,4,36.0206079,0,0,Other,12700,29471,0,HomeImp,48362,9
0,189.9194249,29,37.36856046,3,2,Office,12700,72760,3,DebtCon,83604,6
0,302.8700505,8,27.98946659,0,0,Other,12700,,1,HomeImp,41396,0
0,78.29927353,14,33.5811165,0,0,Other,12700,79383,2,DebtCon,107590,5
1,164.4900213,36,38.8741586,0,0,ProfExe,12700,30428,0,DebtCon,47387,2
0,137.4386924,25,31.60310093,0,0,,12700,103034,0,DebtCon,124116,2
0,105.050415,23,36.70044554,0,0,Office,12700,58293,0,DebtCon,82594,13
0,230.8801537,19,20.6379176,0,0,Other,12700,30061,0,,58714,29
0,72.32957204,9,31.60566546,0,0,Mgr,12700,27459,0,HomeImp,38577,16
0,148.2880996,34,33.46369747,1,0,ProfExe,12700,77068,0,HomeImp,98436,7
0,340.7953444,15,40.16882702,1,0,Office,12700,130867,0,HomeImp,201245,0
0,157.8924467,35,41.65169171,0,0,ProfExe,12700,61840,2,DebtCon,73541,1
0,214.9964598,29,29.30607111,0,2,ProfExe,12700,79898,1,DebtCon,101989,9
0,250.0188805,16,35.28716643,0,0,Office,12700,105293,0,,121416,14
0,38.33492385,3,42.10934773,0,0,Other,12700,60122,1,DebtCon,93741,0
0,165.4307821,13,37.53996336,0,0,Office,12700,72164,0,DebtCon,104220,10
0,192.4791522,13,26.54684008,0,1,Other,12700,48139,2,DebtCon,64842,0
0,346.5801028,22,13.34721268,1,1,Other,12700,9038,0,HomeImp,65969,7
0,129.1526151,11,37.83827353,0,0,Other,12700,59440,3,DebtCon,88690,0
0,185.3250354,13,27.39038041,1,0,Other,12700,53199,0,HomeImp,82567,3
0,125.3258854,11,35.99961072,0,0,Other,12700,58606,3,DebtCon,83010,1
0,210.1152209,26,43.76819178,1,,ProfExe,12700,159661,4,DebtCon,183244,7
0,181.0272753,32,29.46672103,0,0,ProfExe,12700,107653,2,HomeImp,129752,8
0,136.9569407,22,39.43166373,0,0,Other,12700,37346,0,HomeImp,53511,23
0,142.2125619,22,35.94987705,0,0,Office,12800,99160,0,HomeImp,114619,2
0,169.7238883,14,41.23216256,0,0,Office,12800,66293,1,HomeImp,92423,27
0,136.6209694,14,27.12488931,0,0,ProfExe,12800,117391,1,HomeImp,210072,1
0,175.5198745,16,28.64818571,0,0,Mgr,12800,54546,1,DebtCon,62906,3
0,240.9080591,17,31.75405395,0,0,Other,12800,49349,0,DebtCon,70078,9
0,195.7233219,13,27.33744139,1,0,Other,12800,56516,0,HomeImp,78392,0
1,162.0440104,16,37.51836575,0,0,Other,12800,40932,0,DebtCon,72172,20
0,197.2736792,15,39.46758845,1,0,Other,12800,100241,1,DebtCon,113073,17
0,201.6508442,20,19.55727283,0,0,Other,12800,73624,0,DebtCon,103213,10
0,,,25.13244854,,,,12800,,,,,
0,,,24.65967048,,,,12800,,,,,
0,225.2013256,22,31.12184071,0,0,ProfExe,12800,206527,0,HomeImp,227737,11
1,132.1602699,16,23.47742628,0,0,Other,12800,54151,0,DebtCon,83828,13
1,80.14894304,29,42.31937039,1,0,Mgr,12800,81030,4,DebtCon,100333,11
0,159.8014934,34,30.01090961,,,Other,12800,67867,,DebtCon,78660,3
0,260.5552362,21,29.51628985,0,1,Other,12800,48437,0,DebtCon,65311,0
1,,,,,,ProfExe,12800,51800,,HomeImp,68000,6
1,203.9,40,,0,1,Sales,12800,111000,2,DebtCon,124500,7
0,140.9720223,26,42.15361693,0,0,Mgr,12800,76783,2,DebtCon,95007,6
0,139.5308428,24,37.53107709,0,0,Office,12800,58592,0,DebtCon,87002,13
0,265.2270609,20,28.49386194,0,0,Office,12800,11986,0,HomeImp,48309,23
0,183.9821005,13,26.10080257,0,0,Other,12800,46043,0,DebtCon,62531,4
0,127.839662,22,39.38959461,1,0,Other,12800,42801,0,HomeImp,51123,23
1,116.4667574,24,43.57230751,3,,Office,12800,67060,2,DebtCon,83989,9
0,175.8773501,26,34.74718504,0,0,Other,12800,91040,0,DebtCon,114331,12
0,167.1637357,14,40.37613759,0,0,Office,12800,71531,1,HomeImp,87256,26
0,151.8511659,35,31.21070474,0,0,ProfExe,12800,75139,0,HomeImp,105289,8
0,125.5348018,27,39.46266339,0,0,Mgr,12800,77318,2,DebtCon,97616,6
0,143.6827959,33,31.91327241,2,1,ProfExe,12800,85251,0,DebtCon,114023,1
0,79.3713845,13,33.58669163,0,0,Other,12800,79151,1,DebtCon,110583,4
0,93.39500247,12,31.28306102,0,0,Other,12800,29100,2,HomeImp,39264,7
0,159.3541041,22,40.1115783,0,0,Other,12800,81694,1,DebtCon,101680,0
0,163.9892789,14,39.42448779,0,0,Office,12800,68729,1,HomeImp,90127,23
0,201.9333333,19,,0,0,Other,12900,69770,3,DebtCon,87000,6
1,205.9333333,19,,1,0,Office,12900,94000,0,DebtCon,,8
0,244.9953846,18,21.4155043,0,0,Other,12900,34655,0,,57787,31
0,246.8377195,36,40.56013033,0,0,Office,12900,64245,3,DebtCon,83823,13
0,118.6463752,23,38.68944062,0,0,Other,12900,39401,0,HomeImp,53758,22
0,116.7758176,24,39.97705119,,,Mgr,12900,58566,,DebtCon,74655,5
0,208.3068822,16,39.67790581,2,0,Other,12900,105638,2,DebtCon,112608,17
0,175.170441,17,35.55817128,0,0,Other,12900,59191,1,DebtCon,72716,2
1,29.05867023,11,31.45850053,0,0,Other,12900,29891,3,HomeImp,76571,2
0,186.8053299,55,34.19175206,0,0,Office,12900,151991,0,HomeImp,179521,6
0,137.1424731,21,35.86546621,0,0,Office,12900,102905,1,HomeImp,117694,1
0,236.0527728,24,28.66341681,0,0,Mgr,12900,92734,0,HomeImp,114285,11
0,65.10749654,20,34.69636554,0,0,ProfExe,12900,87270,1,HomeImp,97929,0
0,141.2084606,23,31.52637971,0,0,Other,12900,90646,3,HomeImp,100744,19
0,187.1791987,34,29.99503841,,,Other,12900,66126,,DebtCon,84472,2
0,147.1974137,12,37.08598608,0,0,Office,12900,67038,0,DebtCon,110955,9
0,117.8571727,24,28.53735409,0,0,Other,12900,89510,3,HomeImp,102628,20
1,77.13333333,18,,0,0,Other,12900,46266,5,DebtCon,62000,7
0,115.076186,27,27.97970643,0,0,ProfExe,12900,83886,1,HomeImp,100782,5
0,55.02158895,9,31.99275348,0,0,Mgr,12900,31498,0,HomeImp,42695,14
0,205.8739212,56,34.97573417,0,0,Office,12900,149297,0,HomeImp,177044,4
1,227.9328934,35,47.61976353,0,0,Mgr,12900,117900,0,DebtCon,143433,6
0,163.4166317,14,26.98743734,0,0,Other,12900,55673,0,DebtCon,64582,4
0,223.4548548,12,41.42995887,0,0,Office,12900,88304,0,DebtCon,122178,10
0,187.8253233,13,28.81347094,0,1,Other,12900,50636,1,DebtCon,57838,0
0,167.515516,13,37.3575814,0,0,Other,12900,52353,0,DebtCon,62740,2
0,169.1919843,28,32.82003727,2,0,ProfExe,12900,89492,0,HomeImp,110007,10
0,407.2611669,12,22.83907899,2,0,ProfExe,12900,19688,0,DebtCon,77998,20
0,177.0806266,13,40.22569567,0,0,Office,12900,70167,2,HomeImp,90812,25
0,170.7645169,14,39.24801492,0,0,Other,12900,45215,0,DebtCon,66162,4
0,179.096166,23,36.39479545,3,1,Other,12900,56957,1,HomeImp,73181,29
0,225.5857631,9,33.02128407,0,0,Other,12900,56798,0,DebtCon,71364,1
0,178.0872568,23,34.80242878,2,0,Other,12900,61031,0,HomeImp,71550,28
0,134.3841089,10,20.51596186,0,0,Mgr,12900,18106,0,DebtCon,37881,8
1,109.4,19,,0,0,Other,13000,64499,0,HomeImp,86000,1
0,355.1312291,21,15.82361555,0,2,Other,13000,15374,1,HomeImp,59309,6
0,166.7262772,28,38.35512561,1,,Other,13000,27787,7,DebtCon,44901,8
0,107.4206093,26,24.72083108,0,0,ProfExe,13000,81972,0,HomeImp,102295,5
0,203.902855,4,25.7409307,0,0,,13000,,0,HomeImp,28981,28
0,172.8544902,17,35.39086131,0,0,Other,13000,61509,2,DebtCon,77065,6
0,85.00919673,13,33.99003975,0,0,Other,13000,80587,1,DebtCon,110064,6
0,208.6728918,18,41.05223501,0,0,Other,13000,72931,2,DebtCon,96803,6
1,171.5976685,8,38.91799988,0,0,ProfExe,13000,29461,1,HomeImp,49326,11
0,107.9513117,26,24.87099388,0,0,ProfExe,13000,78766,0,HomeImp,106450,6
0,192.3644746,15,23.61710487,0,0,ProfExe,13000,49268,0,DebtCon,72430,19
0,110.4779566,16,38.52175901,0,0,Other,13000,39386,1,DebtCon,53149,4
0,214.4844926,28,40.97046682,0,0,Office,13000,67395,3,DebtCon,94355,8
0,212.3869245,24,36.72874424,3,0,Other,13000,53951,1,HomeImp,70095,28
0,367.9400249,6,36.56113974,0,0,Other,13000,,0,HomeImp,72175,
0,143.1080607,28,37.29840496,0,,Other,13000,29196,6,DebtCon,42682,9
